hormone,metric,baseline_mean,baseline_std,hormone_mean,hormone_std,difference,percent_change,t_statistic,p_value,significance,cohens_d,effect_size,direction
dopamine,distinct_2,0.9654211273361183,0.046238011366393474,0.975041686686088,0.03555678630433533,0.009620559349969748,0.9965142752278179,-3.6881020722420232,0.00023812177893785038,***,0.23325605582943307,pequeño,increase
dopamine,sentiment_polarity,0.13809899075978135,0.2004029511236181,0.1255839643402573,0.1912822683222124,-0.012515026419524067,-9.062359073495,1.0101290856809906,0.312678285959999,ns,-0.06388617283070615,trivial,decrease
dopamine,repetition_rate,0.011432889794537097,0.03106523807848348,0.0068227445414370804,0.021600572748665323,-0.004610145253100017,-40.32353443398757,2.724480134807728,0.006552836561723118,**,-0.17231125331750036,trivial,decrease
dopamine,length,56.698,10.52065417779034,56.63,10.547207553392923,-0.06799999999999784,-0.11993368372781729,0.1020676482689521,0.918723483008931,ns,-0.006455324878936618,trivial,decrease
dopamine,perplexity,19.122620827674865,18.752501442766622,23.40126932144165,13.104177063311596,4.278648493766784,22.37480171951424,-4.1820074885489555,3.14346190704072e-05,***,0.2644933771139046,pequeño,increase
cortisol,distinct_2,0.9654211273361183,0.046238011366393474,0.9720330923993695,0.026260363236966386,0.006611965063251235,0.6848788446856966,-2.7804149120147943,0.005531071412022354,**,0.17584887924526826,trivial,increase
cortisol,sentiment_polarity,0.13809899075978135,0.2004029511236181,0.1437711888205489,0.20834601153954851,0.005672198060767547,4.107342153306645,-0.43874556398979586,0.6609408711840543,ns,0.027748705910058152,trivial,increase
cortisol,repetition_rate,0.011432889794537097,0.03106523807848348,0.0017943428282234629,0.005933692452943044,-0.009638546966313635,-84.3054305563162,6.814603837168476,1.6327026666279772e-11,***,-0.4309933895435111,pequeño,decrease
cortisol,length,56.698,10.52065417779034,56.89,9.112847413182774,0.19200000000000017,0.33863628346678926,-0.3084536137581278,0.7578015626145264,ns,0.019508319439710667,trivial,increase
cortisol,perplexity,19.122620827674865,18.752501442766622,17.402686770439146,25.091712462586408,-1.7199340572357187,-8.994238147244834,1.2277413620400026,0.21983356681148095,ns,-0.07764918163287594,trivial,decrease
oxytocin,distinct_2,0.9654211273361183,0.046238011366393474,0.9635819855034863,0.04916184788090356,-0.0018391418326320075,-0.19050151074554816,0.6093455098389394,0.5424341372384478,ns,-0.038538393861751785,trivial,decrease
oxytocin,sentiment_polarity,0.13809899075978135,0.2004029511236181,0.12705146270836745,0.18176752997830622,-0.011047528051413902,-7.999716718155249,0.9130451783435037,0.36143929281361886,ns,-0.05774604740400229,trivial,decrease
oxytocin,repetition_rate,0.011432889794537097,0.03106523807848348,0.012325484606228322,0.03495861773228617,0.0008925948116912247,7.807254576334037,-0.42677569825212913,0.6696347542292922,ns,0.02699166512970937,trivial,increase
oxytocin,length,56.698,10.52065417779034,56.282,10.689387354007149,-0.4160000000000039,-0.733711947511383,0.6202090076271098,0.5352617801043175,ns,-0.039225461789088194,trivial,decrease
oxytocin,perplexity,19.122620827674865,18.752501442766622,18.107741251945495,8.126892450508668,-1.0148795757293705,-5.307220097470136,1.1103652916886735,0.2671091018172481,ns,-0.07022566713066877,trivial,decrease
adrenaline,distinct_2,0.9654211273361183,0.046238011366393474,0.934678635712436,0.08029923202093729,-0.030742491623682255,-3.1843607678764876,7.418748315536119,2.5246916836485474e-13,***,-0.46920284129263334,pequeño,decrease
adrenaline,sentiment_polarity,0.13809899075978135,0.2004029511236181,0.1480766274444651,0.22950441475824038,0.009977636684683738,7.224988850236791,-0.7322511240347754,0.46418722955294134,ns,0.04631162742336711,trivial,increase
adrenaline,repetition_rate,0.011432889794537097,0.03106523807848348,0.02907756850554645,0.06542254808067208,0.017644678711009353,154.33262305598709,-5.447778429194413,6.424468717835171e-08,***,0.3445477604837739,pequeño,increase
adrenaline,length,56.698,10.52065417779034,56.688,9.480422607966974,-0.00999999999999801,-0.017637306430558414,0.015789197290872508,0.987405722475257,ns,-0.0009985965172983446,trivial,decrease
adrenaline,perplexity,19.122620827674865,18.752501442766622,12.753354724407195,16.60601854833069,-6.36926610326767,-33.30749566529011,5.685865012259827,1.7084204527723322e-08,***,-0.3596056781400451,pequeño,decrease
serotonin,distinct_2,0.9654211273361183,0.046238011366393474,0.9796202307729025,0.03216762061549533,0.01419910343678421,1.4707678374476563,-5.636775910481071,2.254123032868289e-08,***,0.3565010107417914,pequeño,increase
serotonin,sentiment_polarity,0.13809899075978135,0.2004029511236181,0.12744169727543778,0.2130571013805513,-0.010657293484343577,-7.717140744990374,0.8147231643249395,0.41542515859687446,ns,-0.051527617235328955,trivial,decrease
serotonin,repetition_rate,0.011432889794537097,0.03106523807848348,0.005749265034954964,0.019178923718591263,-0.005683624759582133,-49.71293226580302,3.4810868004908553,0.0005210006500362154,***,-0.22016326044598505,pequeño,decrease
serotonin,length,56.698,10.52065417779034,56.622,10.793521956825076,-0.07600000000000051,-0.13404352887227153,0.11274815798712083,0.910252894165912,ns,-0.007130819624556144,trivial,decrease
serotonin,perplexity,19.122620827674865,18.752501442766622,22.822809561729432,10.711769078819373,3.700188734054567,19.349799211097345,-3.8311609372782236,0.0001355058114749412,***,0.24230389288929352,pequeño,increase
